|F| is smaller than |a|	smaller(f,a)
|D| and |b| are both in the same row	samerow(d,b)
|D| and |b| are in the same row	samerow(d,b)
|D| is in the same row as |b|	samerow(d,b)
Z. is in back of y	backof(z,y)
Z is in back of y	backof(z,y)
X. is smaller than |b|	smaller(x,b)
X is smaller than |b|	smaller(x,b)
|C| and y are in the same row	samerow(c,y)
|C| is in the same row as y	samerow(c,y)
Both |c| and Y. are in the same row	samerow(c,y)
|C| and Y. are in the same row	samerow(c,y)
Both |c| and y are in the same row	samerow(c,y)
|C| and Y. both are in the same row	samerow(c,y)
Both |c| and y are in the same row	samerow(c,y)
|C| and y are both in the same row	samerow(c,y)
Both |c| and Y. are in the same row	samerow(c,y)
|C| and y both are in the same row	samerow(c,y)
|C| and Y. are both in the same row	samerow(c,y)
Y. is in the same column as |d|	samecol(y,d)
Y and |d| are both in the same column	samecol(y,d)
Y. and |d| are both in the same column	samecol(y,d)
Y is in the same column as |d|	samecol(y,d)
Both Y. and |d| are in the same column	samecol(y,d)
Both Y. and |d| are in the same column	samecol(y,d)
Both y and |d| are in the same column	samecol(y,d)
Y. and |d| both are in the same column	samecol(y,d)
Y. and |d| are in the same column	samecol(y,d)
Y and |d| both are in the same column	samecol(y,d)
Both y and |d| are in the same column	samecol(y,d)
Y and |d| are in the same column	samecol(y,d)
Z and |c| are both the same shape	sameshape(z,c)
Both z and |c| are the same shape	sameshape(z,c)
Z is the same shape as |c|	sameshape(z,c)
Z. is the same shape as |c|	sameshape(z,c)
Z and |c| both are the same shape	sameshape(z,c)
Z. and |c| are the same shape	sameshape(z,c)
Z and |c| are the same shape	sameshape(z,c)
Both z and |c| are the same shape	sameshape(z,c)
Z. and |c| both are the same shape	sameshape(z,c)
Both Z. and |c| are the same shape	sameshape(z,c)
Z. and |c| are both the same shape	sameshape(z,c)
Both Z. and |c| are the same shape	sameshape(z,c)
X is to the left of |e|	leftof(x,e)
X. is to the left of |e|	leftof(x,e)
|C| is larger than x	larger(c,x)
Y. is to the right of |c|	rightof(y,c)
Y is to the right of |c|	rightof(y,c)
|F| and |b| both are in the same column	samecol(f,b)
|F| and |b| are both in the same column	samecol(f,b)
|F| and |b| are in the same column	samecol(f,b)
Both |f| and |b| are in the same column	samecol(f,b)
Both |f| and |b| are in the same column	samecol(f,b)
|F| is in the same column as |b|	samecol(f,b)
Both |f| and z are the same size	samesize(f,z)
|F| and Z. are the same size	samesize(f,z)
|F| and Z. are both the same size	samesize(f,z)
|F| and z are the same size	samesize(f,z)
|F| and z are both the same size	samesize(f,z)
Both |f| and z are the same size	samesize(f,z)
Both |f| and Z. are the same size	samesize(f,z)
|F| and z both are the same size	samesize(f,z)
Both |f| and Z. are the same size	samesize(f,z)
|F| and Z. both are the same size	samesize(f,z)
Z. is to the left of x	leftof(z,x)
Z is to the left of x	leftof(z,x)
X. and x are in the same column	samecol(x,x)
X. and X. are in the same column	samecol(x,x)
X is in the same column as x	samecol(x,x)
X. and x are both in the same column	samecol(x,x)
X	samecol(x,x)
X and X. both are in the same column	samecol(x,x)
Both X. and X. are in the same column	samecol(x,x)
Both x and X. are in the same column	samecol(x,x)
X. is in the same column as x	samecol(x,x)
X. and X. are both in the same column	samecol(x,x)
X and x both are in the same column	samecol(x,x)
Both x and X. are in the same column	samecol(x,x)
X. and X. both are in the same column	samecol(x,x)
Both x and x are in the same column	samecol(x,x)
Both X. and X. are in the same column	samecol(x,x)
X. and x both are in the same column	samecol(x,x)
Both x and x are in the same column	samecol(x,x)
Both X. and x are in the same column	samecol(x,x)
X and x are both in the same column	samecol(x,x)
X and X. are in the same column	samecol(x,x)
X and x are in the same column	samecol(x,x)
Both X. and x are in the same column	samecol(x,x)
X and X. are both in the same column	samecol(x,x)
Both |d| and |c| are in the same column	samecol(d,c)
|D| is in the same column as |c|	samecol(d,c)
Both |d| and |c| are in the same column	samecol(d,c)
|D| and |c| are both in the same column	samecol(d,c)
|D| and |c| both are in the same column	samecol(d,c)
|D| and |c| are in the same column	samecol(d,c)
|A| adjoins x	adjoins(a,x)
|B| is in front of |a|	frontof(b,a)
|C| is in the same column as |a|	samecol(c,a)
|C| and |a| are both in the same column	samecol(c,a)
|C| and |a| both are in the same column	samecol(c,a)
Both |c| and |a| are in the same column	samecol(c,a)
|C| and |a| are in the same column	samecol(c,a)
Both |c| and |a| are in the same column	samecol(c,a)
|C| and z are both the same size	samesize(c,z)
|C| and Z. both are the same size	samesize(c,z)
Both |c| and z are the same size	samesize(c,z)
|C| and Z. are the same size	samesize(c,z)
Both |c| and Z. are the same size	samesize(c,z)
Both |c| and Z. are the same size	samesize(c,z)
|C| and Z. are both the same size	samesize(c,z)
|C| and z are the same size	samesize(c,z)
|C| and z both are the same size	samesize(c,z)
Both |c| and z are the same size	samesize(c,z)
X. is a dodecahedron	dodec(x)
X is a dodecahedron	dodec(x)
|C| adjoins |a|	adjoins(c,a)
Both |a| and y are the same shape	sameshape(a,y)
|A| and y are the same shape	sameshape(a,y)
|A| is the same shape as y	sameshape(a,y)
|A| and Y. are both the same shape	sameshape(a,y)
|A| and Y. both are the same shape	sameshape(a,y)
Both |a| and y are the same shape	sameshape(a,y)
Both |a| and Y. are the same shape	sameshape(a,y)
|A| and y are both the same shape	sameshape(a,y)
|A| and y both are the same shape	sameshape(a,y)
|A| and Y. are the same shape	sameshape(a,y)
Both |a| and Y. are the same shape	sameshape(a,y)
|A| is in back of |f|	backof(a,f)
|C| is to the left of |c|	leftof(c,c)
Both |d| and |e| are in the same column	samecol(d,e)
|D| and |e| are in the same column	samecol(d,e)
|D| and |e| both are in the same column	samecol(d,e)
|D| is in the same column as |e|	samecol(d,e)
|D| and |e| are both in the same column	samecol(d,e)
Both |d| and |e| are in the same column	samecol(d,e)
|E| and Y. both are in the same row	samerow(e,y)
Both |e| and y are in the same row	samerow(e,y)
Both |e| and Y. are in the same row	samerow(e,y)
|E| and y are both in the same row	samerow(e,y)
|E| and y both are in the same row	samerow(e,y)
|E| and Y. are both in the same row	samerow(e,y)
|E| is in the same row as y	samerow(e,y)
|E| and y are in the same row	samerow(e,y)
|E| and Y. are in the same row	samerow(e,y)
Both |e| and y are in the same row	samerow(e,y)
Both |e| and Y. are in the same row	samerow(e,y)
|D| is in front of |b|	frontof(d,b)
|B| adjoins |c|	adjoins(b,c)
X is in back of |d|	backof(x,d)
X. is in back of |d|	backof(x,d)
|A| is to the right of |d|	rightof(a,d)
|D| and Y. are both the same size	samesize(d,y)
|D| is the same size as y	samesize(d,y)
|D| and y are both the same size	samesize(d,y)
Both |d| and y are the same size	samesize(d,y)
|D| and y both are the same size	samesize(d,y)
|D| and y are the same size	samesize(d,y)
Both |d| and y are the same size	samesize(d,y)
Both |d| and Y. are the same size	samesize(d,y)
|D| and Y. both are the same size	samesize(d,y)
|D| and Y. are the same size	samesize(d,y)
Both |d| and Y. are the same size	samesize(d,y)
|B| is small	small(b)
|F| is to the left of |c|	leftof(f,c)
|A| is to the right of |c|	rightof(a,c)
|D| and |c| are both the same shape	sameshape(d,c)
|D| and |c| are the same shape	sameshape(d,c)
Both |d| and |c| are the same shape	sameshape(d,c)
|D| and |c| both are the same shape	sameshape(d,c)
|D| is the same shape as |c|	sameshape(d,c)
Both |d| and |c| are the same shape	sameshape(d,c)
|B| and |f| are both the same size	samesize(b,f)
Both |b| and |f| are the same size	samesize(b,f)
|B| and |f| both are the same size	samesize(b,f)
|B| is the same size as |f|	samesize(b,f)
Both |b| and |f| are the same size	samesize(b,f)
|B| and |f| are the same size	samesize(b,f)
|E| adjoins |f|	adjoins(e,f)
Z is in back of |a|	backof(z,a)
Z. is in back of |a|	backof(z,a)
Y is to the right of |d|	rightof(y,d)
Y. is to the right of |d|	rightof(y,d)
|F| and |a| are the same size	samesize(f,a)
|F| and |a| both are the same size	samesize(f,a)
|F| and |a| are both the same size	samesize(f,a)
Both |f| and |a| are the same size	samesize(f,a)
Both |f| and |a| are the same size	samesize(f,a)
|F| is the same size as |a|	samesize(f,a)
|A| is smaller than |f|	smaller(a,f)
|D| likes |c|	likes(d,c)
|B| is smaller than |f|	smaller(b,f)
Both |e| and |b| are the same size	samesize(e,b)
Both |e| and |b| are the same size	samesize(e,b)
|E| and |b| are the same size	samesize(e,b)
|E| is the same size as |b|	samesize(e,b)
|E| and |b| both are the same size	samesize(e,b)
|E| and |b| are both the same size	samesize(e,b)
|F| likes |f|	likes(f,f)
|A| likes |f|	likes(a,f)
Both |f| and |e| are in the same row	samerow(f,e)
|F| and |e| both are in the same row	samerow(f,e)
|F| and |e| are both in the same row	samerow(f,e)
|F| is in the same row as |e|	samerow(f,e)
|F| and |e| are in the same row	samerow(f,e)
Both |f| and |e| are in the same row	samerow(f,e)
Z. and z are both the same size	samesize(z,z)
Both Z. and z are the same size	samesize(z,z)
Z. and z both are the same size	samesize(z,z)
Z and z both are the same size	samesize(z,z)
Both z and z are the same size	samesize(z,z)
Both Z. and Z. are the same size	samesize(z,z)
Z and z are both the same size	samesize(z,z)
Both z and Z. are the same size	samesize(z,z)
Both z and z are the same size	samesize(z,z)
Z and Z. both are the same size	samesize(z,z)
Z. and Z. are the same size	samesize(z,z)
Both Z. and Z. are the same size	samesize(z,z)
Both Z. and z are the same size	samesize(z,z)
Z. and Z. both are the same size	samesize(z,z)
Both z and Z. are the same size	samesize(z,z)
Z and Z. are both the same size	samesize(z,z)
Z. and Z. are both the same size	samesize(z,z)
Z and z are the same size	samesize(z,z)
Z. and z are the same size	samesize(z,z)
Z and Z. are the same size	samesize(z,z)
Y is larger than |f|	larger(y,f)
Y. is larger than |f|	larger(y,f)
Z is to the left of |d|	leftof(z,d)
Z. is to the left of |d|	leftof(z,d)
Both |b| and |e| are in the same row	samerow(b,e)
|B| and |e| are both in the same row	samerow(b,e)
|B| is in the same row as |e|	samerow(b,e)
Both |b| and |e| are in the same row	samerow(b,e)
|B| and |e| both are in the same row	samerow(b,e)
|B| and |e| are in the same row	samerow(b,e)
X likes |b|	likes(x,b)
X. likes |b|	likes(x,b)
|E| is small	small(e)
Y and y are in the same column	samecol(y,y)
Y. is in the same column as y	samecol(y,y)
Both y and Y. are in the same column	samecol(y,y)
Both Y. and Y. are in the same column	samecol(y,y)
Y and y are both in the same column	samecol(y,y)
Y is in the same column as y	samecol(y,y)
Both Y. and y are in the same column	samecol(y,y)
Y and Y. are both in the same column	samecol(y,y)
Y and Y. are in the same column	samecol(y,y)
Y. and y both are in the same column	samecol(y,y)
Both Y. and Y. are in the same column	samecol(y,y)
Y. and y are in the same column	samecol(y,y)
Both Y. and y are in the same column	samecol(y,y)
Both y and y are in the same column	samecol(y,y)
Y. and Y. are in the same column	samecol(y,y)
Both y and y are in the same column	samecol(y,y)
Y. and Y. are both in the same column	samecol(y,y)
Y and y both are in the same column	samecol(y,y)
Both y and Y. are in the same column	samecol(y,y)
Y. and y are both in the same column	samecol(y,y)
Y	samecol(y,y)
Y and Y. both are in the same column	samecol(y,y)
Y. and Y. both are in the same column	samecol(y,y)
Both y and y are in the same row	samerow(y,y)
Both Y. and Y. are in the same row	samerow(y,y)
Y. and Y. are in the same row	samerow(y,y)
Y and y are both in the same row	samerow(y,y)
Both y and Y. are in the same row	samerow(y,y)
Y is in the same row as y	samerow(y,y)
Y and Y. are in the same row	samerow(y,y)
Y. and Y. both are in the same row	samerow(y,y)
Y. and y both are in the same row	samerow(y,y)
Both y and Y. are in the same row	samerow(y,y)
Y. and Y. are both in the same row	samerow(y,y)
Y and Y. both are in the same row	samerow(y,y)
Y	samerow(y,y)
Y. is in the same row as y	samerow(y,y)
Both y and y are in the same row	samerow(y,y)
Y and Y. are both in the same row	samerow(y,y)
Both Y. and Y. are in the same row	samerow(y,y)
Y. and y are both in the same row	samerow(y,y)
Y and y are in the same row	samerow(y,y)
Y. and y are in the same row	samerow(y,y)
Both Y. and y are in the same row	samerow(y,y)
Both Y. and y are in the same row	samerow(y,y)
Y and y both are in the same row	samerow(y,y)
|A| is the same size as |f|	samesize(a,f)
|A| and |f| both are the same size	samesize(a,f)
|A| and |f| are the same size	samesize(a,f)
Both |a| and |f| are the same size	samesize(a,f)
|A| and |f| are both the same size	samesize(a,f)
Both |a| and |f| are the same size	samesize(a,f)
|D| is a cube	cube(d)
X. adjoins y	adjoins(x,y)
X adjoins y	adjoins(x,y)
Both x and y are the same size	samesize(x,y)
Both X. and y are the same size	samesize(x,y)
X. and Y. both are the same size	samesize(x,y)
Both X. and Y. are the same size	samesize(x,y)
Both X. and y are the same size	samesize(x,y)
Both x and Y. are the same size	samesize(x,y)
X. and y are the same size	samesize(x,y)
X. and y are both the same size	samesize(x,y)
X and y both are the same size	samesize(x,y)
X and y are the same size	samesize(x,y)
X and Y. are both the same size	samesize(x,y)
Both x and Y. are the same size	samesize(x,y)
X. and Y. are both the same size	samesize(x,y)
Both x and y are the same size	samesize(x,y)
X. and y both are the same size	samesize(x,y)
X	samesize(x,y)
Both X. and Y. are the same size	samesize(x,y)
X and y are both the same size	samesize(x,y)
X is the same size as y	samesize(x,y)
X. is the same size as y	samesize(x,y)
X and Y. both are the same size	samesize(x,y)
X and Y. are the same size	samesize(x,y)
X. and Y. are the same size	samesize(x,y)
Y. is a tetrahedron	tet(y)
Y is a tetrahedron	tet(y)
|A| adjoins |f|	adjoins(a,f)
|A| is smaller than |a|	smaller(a,a)
|C| likes y	likes(c,y)
|C| is in front of |f|	frontof(c,f)
|C| is larger than |e|	larger(c,e)
|B| is in back of |d|	backof(b,d)
|F| is larger than |a|	larger(f,a)
Both |b| and y are the same shape	sameshape(b,y)
|B| and y are the same shape	sameshape(b,y)
Both |b| and y are the same shape	sameshape(b,y)
|B| and y both are the same shape	sameshape(b,y)
|B| and Y. are both the same shape	sameshape(b,y)
|B| and Y. both are the same shape	sameshape(b,y)
|B| and y are both the same shape	sameshape(b,y)
|B| and Y. are the same shape	sameshape(b,y)
|B| is the same shape as y	sameshape(b,y)
Both |b| and Y. are the same shape	sameshape(b,y)
Both |b| and Y. are the same shape	sameshape(b,y)
Both z and x are the same shape	sameshape(z,x)
Both Z. and X. are the same shape	sameshape(z,x)
Z. and x are the same shape	sameshape(z,x)
Z. and X. are the same shape	sameshape(z,x)
Both z and X. are the same shape	sameshape(z,x)
Z. and x are both the same shape	sameshape(z,x)
Both z and x are the same shape	sameshape(z,x)
Z. and X. both are the same shape	sameshape(z,x)
Both Z. and x are the same shape	sameshape(z,x)
Both Z. and x are the same shape	sameshape(z,x)
Z and x are the same shape	sameshape(z,x)
Z	sameshape(z,x)
Both z and X. are the same shape	sameshape(z,x)
Z and X. are both the same shape	sameshape(z,x)
Z and x both are the same shape	sameshape(z,x)
Z and X. both are the same shape	sameshape(z,x)
Z and x are both the same shape	sameshape(z,x)
Z. and x both are the same shape	sameshape(z,x)
Z. is the same shape as x	sameshape(z,x)
Z and X. are the same shape	sameshape(z,x)
Both Z. and X. are the same shape	sameshape(z,x)
Z. and X. are both the same shape	sameshape(z,x)
Z is the same shape as x	sameshape(z,x)
Y. is large	large(y)
Y is large	large(y)
Z is in back of |b|	backof(z,b)
Z. is in back of |b|	backof(z,b)
Z is small	small(z)
Z. is small	small(z)
|A| and |f| are both in the same row	samerow(a,f)
|A| and |f| both are in the same row	samerow(a,f)
|A| and |f| are in the same row	samerow(a,f)
